"0","("
"0","  belutlistrik <- ggplot(belutlistrik_442) + #change"
"0","    annotate_pitch("
"0","      colour = ""white"","
"0","      fill   = ""#e0e2db"","
"0","      limits = FALSE"
"0","    ) +"
"0","    geom_point("
"0","      aes(x = x, y = 100 - y, fill = factor(form442)), #change"
"0","      shape = 21,"
"0","      size = 5"
"0","    ) +"
"0","    scale_fill_manual(values = c(""play"" = ""#8b2635"", ""bench"" = ""#2e3532"")) +"
"0","    geom_text_repel("
"0","      aes("
"0","        x = x,"
"0","        y = 100 - y,"
"0","        label = stringr::str_wrap(Understat_Name, 10),"
"0","        color = factor(form442) #change"
"0","      ),"
"0","      direction = ""y"","
"0","      nudge_x = -4,"
"0","      segment.colour = NA,"
"0","      size = 3,"
"0","      #box.padding = unit(-2.5, ""lines"")"
"0","    ) +"
"0","    scale_color_manual(values = c(""play"" = ""#8b2635"", ""bench"" = ""#2e3532"")) +"
"0","    theme_pitch() +"
"0","    theme("
"0","      panel.background = element_rect(fill = ""#e0e2db""),"
"0","      legend.position = ""none"","
"0","      plot.title = element_text(hjust = 0, size = 18,"
"0","                                face = ""bold""),"
"0","      plot.subtitle = element_text(hjust = 0, size = 14),"
"0","    ) +"
"0","    coord_flip(xlim = c(49, 101),"
"0","               ylim = c(-12, 112)) +"
"0","    ggtitle(""Belut Listrik FC"","
"0","            ""instagram/arifpras"")"
"0",")"
